	Adult_FG_1	Adult_FG_2	Adult_FG_3	Adult_OV_1	Adult_OV_2	Adult_OV_3
FUN_000616-T1	0	0	0	0	0	0
FUN_000617-T1	0	0	0	0	0	0
FUN_000618-T1	0	0	0	0	0	0
FUN_000619-T1	0	0	0	0	0	0
FUN_000620-T1	0	0	0	0	0	0
FUN_000621-T1	0	0	0	0	0	0
FUN_000622-T1	2	0	1	0	0	0
FUN_000623-T1	0	0	1	0	0	0
FUN_000624-T1	0	0	0	0	0	0
FUN_000625-T1	0	2	0	0	0	0
FUN_000626-T1	10	0	4	0	0	1
FUN_000627-T1	0	0	0	0	0	0
FUN_000628-T1	0	0	0	0	0	0
FUN_000629-T1	0	0	0	0	0	0
FUN_000630-T1	0	0	3	0	0	0
FUN_000631-T1	1	0	1	0	0	0
FUN_000632-T1	2	0	5	0	0	0
FUN_000633-T1	0	0	0	0	0	0
FUN_000634-T1	2	0	2	0	0	1
FUN_000635-T1	0	0	1	0	0	0
FUN_000636-T1	4	0	10	0	0	0
FUN_000637-T1	0	0	0	0	0	0
FUN_000638-T1	9	0	6	0	0	0
FUN_000639-T1	0	0	0	0	0	0
FUN_000640-T1	0	0	0	0	0	0
FUN_000641-T1	0	0	0	0	0	0
FUN_000642-T1	0	0	0	0	0	0
FUN_000643-T1	0	0	0	0	0	0
FUN_000644-T1	0	0	0	0	0	0
FUN_000645-T1	0	0	0	2	1	0
FUN_000646-T1	0	0	0	0	0	0
FUN_000647-T1	5	12	2	6	9	5
FUN_000648-T1	1	3	0	4	15	1
FUN_000649-T1	13	22	5	18	15	6
FUN_000650-T1	5	10	3	7	7	12
FUN_000651-T1	3	6	1	9	4	2
FUN_000652-T1	3	20	8	7	15	3
FUN_000653-T1	0	0	0	0	0	0
FUN_000654-T1	0	0	0	0	0	0
FUN_000655-T1	15	42	15	34	56	16
FUN_000656-T1	8	33	9	15	45	10
FUN_000657-T1	23	64	21	37	113	45
FUN_000658-T1	2	0	5	0	2	1
FUN_000659-T1	57	31	43	19	61	14
FUN_000660-T1	66	128	35	43	153	50
FUN_000661-T1	1	0	3	0	0	3
FUN_000662-T1	3	0	0	0	0	0
FUN_000663-T1	0	0	0	0	0	0
FUN_000664-T1	0	0	0	0	0	0
FUN_000665-T1	33	52	20	88	153	76
FUN_000666-T1	21	71	18	17	62	24
FUN_000667-T1	9	33	12	19	35	10
FUN_000668-T1	23	75	29	31	111	38
FUN_000669-T1	12	39	10	16	77	18
FUN_000670-T1	0	0	0	0	0	0
FUN_000671-T1	0	0	0	0	0	0
FUN_000672-T1	41	89	20	65	180	54
FUN_000673-T1	22	57	13	27	119	27
FUN_000674-T1	0	0	1	0	0	0
FUN_000675-T1	3	0	0	4	0	0
FUN_000676-T1	0	0	0	0	0	0
FUN_000677-T1	0	0	0	0	0	0
FUN_000678-T1	24	31	30	7	20	8
FUN_000679-T1	12	13	5	3	10	4
FUN_000680-T1	17	30	7	0	13	3
FUN_000681-T1	2	16	3	3	11	2
FUN_000682-T1	0	0	0	0	0	0
FUN_000683-T1	5	18	8	7	42	12
FUN_000684-T1	13	22	12	21	53	13
FUN_000685-T1	0	0	0	0	0	0
FUN_000686-T1	10	49	13	35	112	12
FUN_000687-T1	26	47	28	30	53	29
FUN_000688-T1	23	68	24	58	141	39
FUN_000689-T1	45	93	30	51	226	50
FUN_000690-T1	8	12	5	11	34	25
FUN_000691-T1	0	0	0	0	0	0
FUN_000692-T1	8	49	24	30	87	28
FUN_000693-T1	16	37	10	6	21	16
FUN_000694-T1	0	4	1	0	0	0
FUN_000695-T1	0	0	0	0	0	0
FUN_000696-T1	178	986	195	6	6	12
FUN_000697-T1	38	118	42	0	0	2
FUN_000698-T1	0	0	0	0	0	0
FUN_000699-T1	0	1	0	0	0	0
FUN_000700-T1	0	3	0	1	20	0
FUN_000701-T1	0	0	0	0	0	0
FUN_000702-T1	0	0	0	0	0	0
FUN_000703-T1	0	0	0	0	0	0
FUN_000704-T1	0	0	0	0	0	0
FUN_000705-T1	7	0	1	0	0	0
FUN_000706-T1	0	0	0	0	0	0
FUN_000707-T1	45	128	50	109	378	104
FUN_000708-T1	2	18	3	9	29	8
FUN_000709-T1	186	627	161	33	198	46
FUN_000710-T1	0	1	0	0	0	0
FUN_000711-T1	0	0	0	0	0	0
FUN_000712-T1	7	22	4	2	26	4
FUN_000713-T1	1285	5448	1212	1652	6270	1354
FUN_000714-T1	39	77	33	69	229	67
FUN_000715-T1	17	96	28	11	82	28
FUN_000716-T1	0	0	0	0	0	0
FUN_000717-T1	0	0	0	0	1	0
FUN_000718-T1	0	0	0	0	0	0
FUN_000719-T1	0	0	0	0	0	0
FUN_000720-T1	0	1	0	0	16	0
FUN_000721-T1	0	0	0	0	0	0
FUN_000722-T1	0	0	0	0	0	0
FUN_000723-T1	0	0	0	0	0	0
FUN_000724-T1	0	0	0	0	0	0
FUN_000725-T1	0	0	0	0	0	0
FUN_000726-T1	0	0	0	0	0	0
FUN_000727-T1	38	249	21	36	192	18
FUN_000728-T1	0	0	3	0	1	0
FUN_000729-T1	0	0	0	6	0	0
FUN_000730-T1	0	0	0	0	0	0
FUN_000731-T1	0	0	1	0	0	0
FUN_000732-T1	3	23	2	2	49	3
FUN_000733-T1	2	20	1	6	38	6
FUN_000734-T1	1	1	0	2	0	0
FUN_000735-T1	12	42	1	16	66	9
FUN_000736-T1	2	18	3	2	53	2
FUN_000737-T1	4	56	6	8	61	8
FUN_000738-T1	0	0	0	0	0	0
FUN_000739-T1	3	22	5	2	22	3
FUN_000740-T1	0	0	0	0	0	0
FUN_000741-T1	0	0	0	0	0	0
FUN_000742-T1	0	0	0	0	0	0
FUN_000743-T1	0	0	0	0	0	0
FUN_000744-T1	0	0	0	1	3	0
FUN_000745-T1	0	0	0	0	0	0
FUN_000746-T1	0	0	0	0	0	0
FUN_000747-T1	0	0	0	0	0	0
FUN_000748-T1	0	0	0	0	0	1
FUN_000749-T1	5	17	7	59	111	12
FUN_000750-T1	7	23	1	66	91	10
FUN_000751-T1	5	11	5	10	32	6
FUN_000752-T1	8	15	7	15	42	6
FUN_000753-T1	16	22	3	16	58	10
FUN_000754-T1	2	24	7	2	26	2
FUN_000755-T1	2	8	0	12	7	4
FUN_000756-T1	0	0	0	0	0	0
FUN_000757-T1	0	0	0	0	0	0
FUN_000758-T1	1	0	0	74	196	45
FUN_000759-T1	0	0	0	0	0	0
FUN_000760-T1	0	0	0	0	0	0
FUN_000761-T1	2	0	0	23	70	15
FUN_000762-T1	9	40	8	8	29	9
FUN_000763-T1	28	92	27	54	127	51
FUN_000764-T1	17	53	16	38	114	27
FUN_000765-T1	0	0	0	1	2	0
FUN_000766-T1	1	5	1	0	0	0
FUN_000767-T1	0	1	1	0	0	0
FUN_000768-T1	51	137	49	0	0	3
FUN_000769-T1	0	0	0	0	0	0
FUN_000770-T1	74	167	67	105	330	87
FUN_000771-T1	0	0	0	0	0	0
FUN_000772-T1	3	9	4	2	1	0
FUN_000773-T1	0	0	0	0	0	0
FUN_000774-T1	1	5	2	0	1	0
FUN_000775-T1	1638	3246	1495	867	2822	839
FUN_000776-T1	115	230	91	37	157	52
FUN_000777-T1	154	316	152	115	355	118
FUN_000778-T1	513	1060	507	326	1002	294
FUN_000779-T1	637	1220	506	275	926	316
FUN_000780-T1	5739	11640	4466	3085	8521	2697
FUN_000781-T1	0	0	0	0	0	0
FUN_000782-T1	3	1	2	4	8	3
FUN_000783-T1	91	260	73	118	344	87
FUN_000784-T1	0	0	0	0	0	0
FUN_000785-T1	0	0	0	0	0	0
FUN_000786-T1	172	563	172	365	1074	364
FUN_000787-T1	3	6	7	5	28	1
FUN_000788-T1	2	0	0	0	0	0
FUN_000789-T1	0	0	0	0	2	0
FUN_000790-T1	59	222	66	295	818	273
FUN_000791-T1	24	89	31	44	143	35
FUN_000792-T1	0	0	0	0	0	0
FUN_000793-T1	0	2	0	1	52	1
FUN_000794-T1	0	0	0	0	0	0
FUN_000795-T1	0	0	0	0	0	0
FUN_000796-T1	0	0	0	0	0	0
FUN_000797-T1	0	0	0	0	0	0
FUN_000798-T1	0	0	0	0	0	0
FUN_000799-T1	0	0	0	0	0	0
FUN_000800-T1	0	0	0	0	0	0
FUN_000801-T1	0	0	0	0	0	0
FUN_000802-T1	0	0	0	0	0	0
FUN_000803-T1	0	0	0	0	0	0
FUN_000804-T1	0	0	0	0	0	0
FUN_000805-T1	0	0	0	0	0	0
FUN_000806-T1	0	0	0	0	0	0
FUN_000807-T1	2	0	0	0	2	0
FUN_000808-T1	1	0	0	0	0	0
FUN_000809-T1	25	41	23	17	71	12
FUN_000810-T1	0	0	0	0	0	0
FUN_000811-T1	0	0	0	0	0	0
FUN_000812-T1	0	0	0	0	0	0
FUN_000813-T1	0	0	0	0	0	0
FUN_000814-T1	0	2	0	2	15	1
FUN_000815-T1	0	0	0	1	1	0
FUN_000816-T1	7	13	1	10	9	5
FUN_000817-T1	10	31	4	14	69	5
FUN_000818-T1	14	95	14	34	97	26
FUN_000819-T1	0	0	0	0	0	0
FUN_000820-T1	0	0	0	0	0	0
FUN_000821-T1	0	0	0	0	0	0
FUN_000822-T1	0	0	1	1	5	0
FUN_000823-T1	0	0	0	0	0	0
FUN_000824-T1	0	0	0	0	0	0
FUN_000825-T1	20	75	14	18	57	18
FUN_000826-T1	25	71	32	38	129	41
FUN_000827-T1	0	0	0	0	0	0
FUN_000828-T1	0	0	0	1	0	0
FUN_000829-T1	0	0	0	0	0	0
FUN_000830-T1	0	0	0	0	0	0
FUN_000831-T1	1824	7432	1934	3730	15684	3303
FUN_000832-T1	224	742	204	236	963	250
FUN_000833-T1	19	53	18	32	64	25
FUN_000834-T1	62	180	40	65	320	68
FUN_000835-T1	0	0	0	0	0	3
FUN_000836-T1	1	0	0	0	0	0
FUN_000837-T1	0	0	0	0	0	0
FUN_000838-T1	0	0	0	0	0	0
FUN_000839-T1	0	0	0	0	0	0
FUN_000840-T1	0	0	0	0	0	0
FUN_000841-T1	0	0	0	0	0	0
FUN_000842-T1	0	0	0	0	0	0
FUN_000843-T1	0	0	0	0	0	0
FUN_000844-T1	86	518	148	276	1120	208
FUN_000845-T1	81	139	37	63	212	60
FUN_000846-T1	7	26	3	5	28	5
FUN_000847-T1	0	0	0	0	0	0
FUN_000848-T1	82	157	43	142	398	99
FUN_000849-T1	0	0	0	0	0	0
FUN_000850-T1	0	0	0	0	0	0
FUN_000851-T1	0	3	0	10	3	6
FUN_000852-T1	0	2	5	73	123	57
FUN_000853-T1	0	0	0	0	0	0
FUN_000854-T1	0	0	0	0	0	0
FUN_000855-T1	0	0	0	0	0	0
FUN_000856-T1	1	3	0	0	1	2
FUN_000857-T1	0	0	0	0	0	0
FUN_000858-T1	1	0	0	0	0	0
FUN_000859-T1	59	246	85	6	15	7
FUN_000860-T1	54	260	80	16	31	8
FUN_000861-T1	73	247	50	9	26	10
FUN_000862-T1	23	82	36	1	17	7
FUN_000863-T1	14	59	18	6	11	4
FUN_000864-T1	34	194	55	4	16	6
FUN_000865-T1	2	5	5	8	22	9
FUN_000866-T1	32	84	23	25	103	25
FUN_000867-T1	5	14	5	0	1	0
FUN_000868-T1	0	0	0	0	0	0
FUN_000869-T1	0	0	0	2	1	1
FUN_000870-T1	0	0	0	0	0	0
FUN_000871-T1	0	0	0	0	0	0
FUN_000872-T1	0	0	0	0	0	0
FUN_000873-T1	0	0	0	0	0	0
FUN_000874-T1	0	0	0	0	0	0
FUN_000875-T1	0	0	0	0	0	0
FUN_000876-T1	0	0	0	0	0	0
FUN_000877-T1	0	0	0	0	0	0
FUN_000878-T1	0	0	0	0	0	0
FUN_000879-T1	1	1	3	0	1	0
FUN_000880-T1	0	0	0	0	1	0
FUN_000881-T1	0	0	0	0	0	0
FUN_000882-T1	0	0	0	0	0	0
FUN_000883-T1	0	0	0	0	0	0
FUN_000884-T1	6	2	5	8	18	7
FUN_000885-T1	0	0	0	0	0	0
FUN_000886-T1	0	0	0	0	1	0
FUN_000887-T1	0	0	0	0	0	0
FUN_000888-T1	0	0	0	0	1	0
FUN_000889-T1	1	0	1	0	0	1
FUN_000890-T1	0	0	0	0	0	0
FUN_000891-T1	1	0	0	4	5	0
FUN_000892-T1	0	0	0	0	0	0
FUN_000893-T1	20	66	21	29	84	18
FUN_000894-T1	41	120	36	97	338	97
FUN_000895-T1	0	0	0	0	0	0
FUN_000896-T1	59	77	21	32	176	47
FUN_000897-T1	35	130	47	80	283	71
FUN_000898-T1	1	0	1	1	0	1
FUN_000899-T1	0	0	0	0	0	0
FUN_000900-T1	39	147	48	113	333	85
FUN_000901-T1	42	155	32	107	308	76
FUN_000902-T1	7	37	10	32	161	32
FUN_000903-T1	66	200	90	231	684	180
FUN_000904-T1	0	1	0	0	0	0
FUN_000905-T1	57	173	56	66	250	59
FUN_000906-T1	18	52	16	20	60	27
FUN_000907-T1	0	0	0	0	0	0
FUN_000908-T1	45	114	24	47	176	38
FUN_000909-T1	0	0	0	0	0	0
FUN_000910-T1	21	57	5	28	62	19
FUN_000911-T1	8	23	11	12	48	14
FUN_000912-T1	113	523	117	310	779	288
FUN_000913-T1	2	0	0	0	0	0
FUN_000914-T1	0	4	5	0	4	0
FUN_000915-T1	0	0	0	0	0	0
FUN_000916-T1	2	23	0	1	2	0
FUN_000917-T1	15	77	10	2	7	0
FUN_000918-T1	0	0	0	0	0	0
FUN_000919-T1	0	0	0	0	1	0
FUN_000920-T1	39	74	23	60	350	132
FUN_000921-T1	47	120	41	39	151	32
FUN_000922-T1	0	0	0	0	0	0
FUN_000923-T1	10	53	14	19	70	17
FUN_000924-T1	22	163	29	53	160	45
FUN_000925-T1	27	88	23	196	895	186
FUN_000926-T1	147	76	48	17	29	16
FUN_000927-T1	6	0	0	0	2	0
FUN_000928-T1	0	0	0	0	0	0
FUN_000929-T1	0	0	0	0	0	0
FUN_000930-T1	330	1042	330	395	1397	363
FUN_000931-T1	439	1194	293	750	2607	588
FUN_000932-T1	0	0	0	0	0	0
FUN_000933-T1	0	0	0	0	0	0
FUN_000934-T1	10	6	7	0	4	3
FUN_000935-T1	27	86	33	30	92	27
FUN_000936-T1	1	3	2	0	10	2
FUN_000937-T1	0	3	0	1	3	2
FUN_000938-T1	14	14	9	7	11	1
FUN_000939-T1	1	0	0	0	1	0
FUN_000940-T1	5	0	0	0	0	0
FUN_000941-T1	8	43	12	25	66	9
FUN_000942-T1	0	0	0	0	0	0
FUN_000943-T1	21	68	40	20	115	25
FUN_000944-T1	13	32	3	10	37	11
FUN_000945-T1	19	50	15	22	82	19
FUN_000946-T1	0	0	0	0	0	0
FUN_000947-T1	3	3	0	1	1	0
FUN_000948-T1	12	38	14	10	75	14
FUN_000949-T1	5	25	4	3	11	9
FUN_000950-T1	0	0	0	0	0	0
FUN_000951-T1	59	66	7	0	0	1
FUN_000952-T1	0	0	0	0	0	0
FUN_000953-T1	0	0	0	0	0	0
FUN_000954-T1	0	0	0	0	0	0
FUN_000955-T1	0	1	0	0	0	0
FUN_000956-T1	0	0	0	0	0	0
FUN_000957-T1	0	0	0	0	0	0
FUN_000958-T1	0	0	0	0	0	0
FUN_000959-T1	0	0	0	0	0	0
FUN_000960-T1	0	0	0	0	0	0
FUN_000961-T1	0	0	0	0	0	0
FUN_000962-T1	0	0	0	0	0	0
FUN_000963-T1	0	0	0	0	0	0
FUN_000964-T1	0	0	0	0	0	0
FUN_000965-T1	0	0	0	0	0	0
FUN_000966-T1	0	0	0	0	0	0
FUN_000967-T1	0	0	0	0	0	0
FUN_000968-T1	0	0	0	0	0	0
FUN_000969-T1	0	0	0	0	0	0
FUN_000970-T1	0	0	0	0	0	0
FUN_000971-T1	0	0	0	0	0	0
FUN_000972-T1	0	0	0	0	0	0
FUN_000973-T1	0	0	0	0	0	0
FUN_000974-T1	0	0	0	0	0	0
FUN_000975-T1	0	0	0	0	0	0
FUN_000976-T1	0	0	0	0	0	0
FUN_000977-T1	0	0	0	0	0	0
FUN_000978-T1	0	0	0	0	1	0
FUN_000979-T1	0	0	0	0	0	0
FUN_000980-T1	0	0	0	0	0	0
FUN_000981-T1	0	0	0	0	0	0
FUN_000982-T1	9	28	8	7	13	3
FUN_000983-T1	107	241	46	41	256	51
FUN_000984-T1	0	0	0	0	0	0
FUN_000985-T1	45	57	13	20	23	3
FUN_000986-T1	0	0	0	0	0	0
FUN_000987-T1	0	0	0	0	0	0
FUN_000988-T1	0	0	0	0	0	0
FUN_000989-T1	0	0	0	0	0	0
FUN_000990-T1	0	0	0	0	0	0
FUN_000991-T1	0	0	0	0	0	0
FUN_000992-T1	0	0	0	0	0	0
FUN_000993-T1	0	0	0	0	3	0
FUN_000994-T1	0	0	0	0	0	0
FUN_000995-T1	0	0	0	1	0	1
FUN_000996-T1	0	0	0	0	0	0
FUN_000997-T1	0	0	0	0	1	0
FUN_000998-T1	0	0	0	0	0	0
FUN_000999-T1	0	3	1	0	2	2
FUN_001000-T1	0	0	0	0	0	0
FUN_001001-T1	0	0	0	0	0	0
FUN_001002-T1	0	0	0	0	0	0
FUN_001003-T1	0	0	2	0	0	0
FUN_001004-T1	0	0	0	0	0	0
FUN_001005-T1	1	0	0	0	2	0
FUN_001006-T1	8	4	6	1	2	1
FUN_001007-T1	0	0	0	0	0	0
FUN_001008-T1	0	0	0	0	0	0
FUN_001009-T1	0	0	0	0	0	0
FUN_001010-T1	0	0	0	0	0	0
FUN_001011-T1	0	2	0	0	0	0
FUN_001012-T1	0	0	0	0	0	0
FUN_001013-T1	0	0	0	0	0	0
FUN_001014-T1	0	0	0	0	0	0
FUN_001015-T1	0	0	0	0	0	0
FUN_001016-T1	0	0	0	0	0	0
FUN_001017-T1	1	0	0	0	0	0
FUN_001018-T1	2	13	2	10	47	6
FUN_001019-T1	0	0	0	0	0	0
FUN_001020-T1	0	0	0	0	0	0
FUN_001021-T1	0	0	0	0	0	0
FUN_001022-T1	0	0	0	0	0	0
FUN_001023-T1	0	2	0	0	0	0
FUN_001024-T1	0	0	0	0	0	0
FUN_001025-T1	0	0	0	0	0	0
FUN_001026-T1	0	0	0	0	0	0
FUN_001027-T1	0	0	0	0	0	0
FUN_001028-T1	1	0	0	0	1	0
FUN_001029-T1	0	0	0	0	0	0
FUN_001030-T1	0	8	0	0	3	0
FUN_001031-T1	0	0	0	0	0	0
FUN_001032-T1	0	0	0	0	0	0
FUN_001033-T1	0	0	0	0	0	0
FUN_001034-T1	0	0	0	0	0	0
FUN_001035-T1	0	0	0	0	0	0
FUN_001036-T1	0	0	0	0	0	0
FUN_001037-T1	0	0	0	0	0	0
FUN_001038-T1	53	76	31	50	121	45
FUN_001039-T1	104	365	128	306	948	435
FUN_001040-T1	20	42	9	31	127	20
FUN_001041-T1	0	0	0	0	0	0
FUN_001042-T1	0	0	0	0	0	0
FUN_001043-T1	0	0	0	0	0	0
FUN_001044-T1	0	0	0	0	0	0
FUN_001045-T1	0	0	0	0	0	0
FUN_001046-T1	17	15	5	7	9	6
FUN_001047-T1	7	4	5	0	7	0
FUN_001048-T1	0	1	1	6	13	7
FUN_001049-T1	0	0	0	0	0	0
FUN_001050-T1	40	145	44	60	188	55
FUN_001051-T1	0	0	0	0	0	0
FUN_001052-T1	23	50	13	45	150	39
FUN_001053-T1	0	0	0	0	0	0
FUN_001054-T1	0	0	0	0	0	0
FUN_001055-T1	0	0	0	0	0	0
FUN_001056-T1	0	0	0	0	0	0
FUN_001057-T1	0	0	0	0	0	0
FUN_001058-T1	0	0	0	0	0	0
FUN_001059-T1	0	0	0	0	2	0
FUN_001060-T1	0	0	0	0	0	0
FUN_001061-T1	0	0	0	0	0	0
FUN_001062-T1	0	0	0	0	0	0
FUN_001063-T1	2	3	1	0	1	2
FUN_001064-T1	0	0	0	0	0	0
FUN_001065-T1	0	0	0	0	0	0
FUN_001066-T1	0	0	0	0	0	0
FUN_001067-T1	0	0	0	0	0	0
FUN_001068-T1	0	0	0	0	0	0
FUN_001069-T1	0	0	0	0	1	0
FUN_001070-T1	0	0	0	0	0	0
FUN_001071-T1	0	0	0	0	0	0
FUN_001072-T1	0	0	0	0	0	0
FUN_001073-T1	0	0	0	1	0	0
FUN_001074-T1	0	0	0	0	0	0
FUN_001075-T1	0	0	0	0	0	0
FUN_001076-T1	1	6	0	20	13	8
FUN_001077-T1	0	1	0	3	0	2
FUN_001078-T1	0	0	0	0	0	0
FUN_001079-T1	0	0	0	0	0	0
FUN_001080-T1	0	0	0	0	0	0
FUN_001081-T1	0	0	0	0	0	0
FUN_001082-T1	0	0	0	0	0	0
FUN_001083-T1	0	0	0	0	0	0
FUN_001084-T1	0	0	0	2	0	0
FUN_001085-T1	0	0	0	1	1	0
FUN_001086-T1	0	0	0	1	0	0
FUN_001087-T1	0	0	0	0	2	0
FUN_001088-T1	0	0	0	0	0	0
FUN_001089-T1	0	0	0	0	0	0
FUN_001090-T1	0	0	0	0	0	0
FUN_001091-T1	0	0	0	0	0	0
FUN_001092-T1	0	0	0	0	0	0
FUN_001093-T1	0	0	0	0	0	0
FUN_001094-T1	0	0	0	0	0	0
FUN_001095-T1	0	0	1	0	0	0
FUN_001096-T1	0	0	0	0	0	0
FUN_001097-T1	0	0	0	0	0	0
FUN_001098-T1	0	0	0	0	0	0
FUN_001099-T1	0	0	0	1	0	0
FUN_001100-T1	0	0	0	0	0	0
FUN_001101-T1	0	0	0	0	0	0
FUN_001102-T1	0	0	0	0	0	0
FUN_001103-T1	0	0	0	0	0	0
FUN_001104-T1	0	0	0	0	0	0
FUN_001105-T1	1	0	0	0	0	0
FUN_001106-T1	0	0	0	0	0	0
FUN_001107-T1	18	40	21	0	1	0
FUN_001108-T1	0	0	0	0	0	0
FUN_001109-T1	0	0	0	0	0	0
FUN_001110-T1	0	0	0	0	0	0
FUN_001111-T1	0	0	0	0	0	0
FUN_001112-T1	0	0	0	0	0	0
FUN_001113-T1	0	0	0	0	0	0
FUN_001114-T1	0	0	0	0	0	0
FUN_001115-T1	0	0	0	0	1	0
FUN_001116-T1	47	99	46	88	221	61
FUN_001117-T1	6	50	14	10	54	12
FUN_001118-T1	174	402	143	237	793	200
FUN_001119-T1	0	0	0	0	0	0
FUN_001120-T1	0	0	1	0	0	1
FUN_001121-T1	0	0	0	0	0	0
FUN_001122-T1	0	0	0	0	0	0
FUN_001123-T1	0	4	0	3	12	2
FUN_001124-T1	0	2	0	1	2	3
FUN_001125-T1	0	0	0	0	0	0
FUN_001126-T1	0	0	0	0	0	0
FUN_001127-T1	102	279	98	97	319	82
FUN_001128-T1	0	0	0	0	0	0
FUN_001129-T1	18	92	28	18	60	18
FUN_001130-T1	0	0	0	0	0	0
FUN_001131-T1	1	5	0	7	13	4
FUN_001132-T1	3	57	15	15	29	10
FUN_001133-T1	0	0	0	0	0	0
FUN_001134-T1	0	0	0	1	0	0
FUN_001135-T1	0	0	0	0	0	0
FUN_001136-T1	0	2	0	0	0	0
FUN_001137-T1	0	0	0	0	0	0
FUN_001138-T1	0	2	0	0	4	2
FUN_001139-T1	0	0	0	0	0	0
FUN_001140-T1	18	34	5	7	39	11
FUN_001141-T1	0	0	0	0	0	0
FUN_001142-T1	0	0	0	0	0	0
FUN_001143-T1	0	0	0	0	0	0
FUN_001144-T1	12	37	14	5	68	18
FUN_001145-T1	26	76	25	36	141	31
FUN_001146-T1	16	66	20	26	92	20
FUN_001147-T1	0	1	0	0	0	0
FUN_001148-T1	0	0	0	0	0	0
FUN_001149-T1	0	0	0	0	0	0
FUN_001150-T1	0	0	0	0	0	0
FUN_001151-T1	0	0	0	0	0	0
FUN_001152-T1	3	1	0	0	3	1
FUN_001153-T1	0	0	0	0	0	0
FUN_001154-T1	0	0	0	0	0	0
FUN_001155-T1	0	0	0	0	0	0
FUN_001156-T1	48	148	47	70	154	28
FUN_001157-T1	3	40	7	9	32	8
FUN_001158-T1	260	646	186	221	838	193
FUN_001159-T1	1	12	0	1	1	0
FUN_001160-T1	0	0	0	2	0	0
FUN_001161-T1	0	0	0	0	0	0
FUN_001162-T1	0	0	0	0	0	0
FUN_001163-T1	18	6	2	53	37	9
FUN_001164-T1	0	0	0	0	0	0
FUN_001165-T1	12	36	10	10	34	14
FUN_001166-T1	4	11	2	27	54	4
FUN_001167-T1	0	0	0	1	1	0
FUN_001168-T1	9	12	7	23	21	21
FUN_001169-T1	0	0	0	1	0	0
FUN_001170-T1	5	13	12	11	34	10
FUN_001171-T1	35	104	16	42	143	35
FUN_001172-T1	0	0	0	0	0	0
FUN_001173-T1	0	0	0	0	0	0
FUN_001174-T1	0	0	0	0	0	0
FUN_001175-T1	0	0	0	0	0	0
FUN_001176-T1	0	0	0	0	0	0
FUN_001177-T1	11	38	25	11	41	14
FUN_001178-T1	2	2	2	0	6	0
FUN_001179-T1	0	0	0	0	0	0
FUN_001180-T1	0	0	0	0	0	0
FUN_001181-T1	0	0	0	0	0	0
FUN_001182-T1	0	0	0	0	0	0
FUN_001183-T1	0	0	0	0	0	0
FUN_001184-T1	0	0	0	0	0	0
FUN_001185-T1	0	0	0	0	0	0
FUN_001186-T1	0	0	0	0	0	0
FUN_001187-T1	0	0	0	0	0	0
FUN_001188-T1	0	0	0	0	0	0
FUN_001189-T1	0	0	0	0	0	0
FUN_001190-T1	0	0	0	0	0	0
FUN_001191-T1	0	0	0	0	0	0
FUN_001192-T1	0	0	0	0	0	0
FUN_001193-T1	0	0	0	0	0	0
FUN_001194-T1	2	0	0	0	0	0
FUN_001195-T1	55	116	41	106	239	87
FUN_001196-T1	3	5	1	4	12	3
FUN_001197-T1	1	0	0	0	0	0
FUN_001198-T1	0	1	0	0	0	0
FUN_001199-T1	0	0	0	0	0	0
FUN_001200-T1	1	0	0	0	0	0
FUN_001201-T1	0	0	0	0	0	0
FUN_001202-T1	0	0	0	0	0	0
FUN_001203-T1	0	0	0	0	0	0
FUN_001204-T1	0	0	0	0	0	0
FUN_001205-T1	0	0	0	0	0	0
FUN_001206-T1	0	0	0	0	0	0
FUN_001207-T1	8	9	2	3	26	5
FUN_001208-T1	11	59	16	18	67	37
FUN_001209-T1	0	0	0	0	0	0
FUN_001210-T1	0	0	0	1	0	0
FUN_001211-T1	0	0	0	0	0	0
FUN_001212-T1	0	0	0	0	0	0
FUN_001213-T1	12	22	8	14	38	14
FUN_001214-T1	11	57	19	55	132	28
FUN_001215-T1	50	200	42	82	307	79
FUN_001216-T1	5	21	4	7	21	10
FUN_001217-T1	13	38	6	17	50	19
FUN_001218-T1	12	51	13	13	47	10
FUN_001219-T1	0	0	0	0	0	0
FUN_001220-T1	0	0	0	0	0	0
FUN_001221-T1	0	0	0	0	0	0
FUN_001222-T1	0	4	4	3	6	9
FUN_001223-T1	13	39	10	9	37	8
FUN_001224-T1	12	50	13	77	255	55
FUN_001225-T1	0	0	0	0	0	0
FUN_001226-T1	0	0	0	0	0	0
FUN_001227-T1	0	0	0	0	0	0
FUN_001228-T1	0	0	0	0	2	0
FUN_001229-T1	0	0	0	0	0	0
FUN_001230-T1	0	0	0	0	0	0
FUN_001231-T1	0	0	0	0	0	0
FUN_001232-T1	2	11	1	0	1	0
FUN_001233-T1	0	0	0	0	0	0
FUN_001234-T1	3	1	0	1	0	0
FUN_001235-T1	0	0	0	0	0	0
FUN_001236-T1	52	140	53	13	106	16
FUN_001237-T1	4	21	10	3	28	3
FUN_001238-T1	0	0	0	0	0	0
FUN_001239-T1	0	0	0	0	0	0
FUN_001240-T1	0	0	0	0	0	0
FUN_001241-T1	0	0	0	0	0	0
FUN_001242-T1	0	0	0	0	0	0
FUN_001243-T1	0	0	0	0	0	0
FUN_001244-T1	0	0	0	1	0	0
FUN_001245-T1	0	0	0	0	0	0
FUN_001246-T1	0	0	0	0	0	0
FUN_001247-T1	0	0	0	0	0	0
