	Adult_FG_1	Adult_FG_2	Adult_FG_3	Adult_OV_1	Adult_OV_2	Adult_OV_3
FUN_022857-T1	0	0	0	0	0	0
FUN_022858-T1	0	0	0	0	0	0
FUN_022859-T1	0	0	0	0	0	0
FUN_022860-T1	0	0	0	0	0	0
FUN_022861-T1	0	0	0	0	0	0
FUN_022862-T1	0	0	0	0	0	0
FUN_022863-T1	0	0	0	0	0	0
FUN_022864-T1	0	0	0	0	0	0
FUN_022865-T1	0	0	0	0	0	0
FUN_022866-T1	0	0	0	0	0	0
FUN_022867-T1	2	3	1	2	8	0
FUN_022868-T1	892	1637	531	1156	2612	618
FUN_022869-T1	0	1	0	0	0	0
FUN_022870-T1	65	121	29	48	129	39
FUN_022871-T1	0	8	2	3	6	1
FUN_022872-T1	3	6	0	3	0	0
FUN_022873-T1	0	0	0	0	0	0
FUN_022874-T1	0	0	0	0	0	0
FUN_022875-T1	1	0	3	0	0	0
FUN_022876-T1	0	0	0	0	1	0
FUN_022877-T1	4	17	5	4	13	10
FUN_022878-T1	26	61	17	19	111	18
FUN_022879-T1	11	26	14	13	44	6
FUN_022880-T1	69	175	45	73	243	74
FUN_022881-T1	10	59	22	66	240	57
FUN_022882-T1	0	0	0	0	0	0
FUN_022883-T1	0	0	0	0	0	0
FUN_022884-T1	0	0	0	0	0	0
FUN_022885-T1	0	0	0	0	0	0
FUN_022886-T1	0	0	0	0	0	0
FUN_022887-T1	0	0	0	0	0	0
FUN_022888-T1	0	0	0	0	0	0
FUN_022889-T1	0	0	0	0	0	0
FUN_022890-T1	0	0	0	0	0	0
FUN_022891-T1	0	0	0	0	0	0
FUN_022892-T1	0	0	1	0	1	0
FUN_022893-T1	51	59	26	22	75	16
FUN_022894-T1	28	11	5	80	31	10
FUN_022895-T1	117	0	25	101	62	10
FUN_022896-T1	0	0	2	0	0	0
FUN_022897-T1	29	103	32	246	609	116
FUN_022898-T1	96	386	116	147	855	197
FUN_022899-T1	4	25	17	5	59	14
FUN_022900-T1	2	37	9	3	32	18
FUN_022901-T1	0	0	1	0	0	0
FUN_022902-T1	0	0	0	0	0	0
FUN_022903-T1	155	36	40	1	0	0
FUN_022904-T1	2	2	0	0	0	0
FUN_022905-T1	0	0	0	0	0	0
FUN_022906-T1	0	0	0	0	0	0
FUN_022907-T1	0	0	0	0	0	0
FUN_022908-T1	0	0	0	0	0	0
FUN_022909-T1	0	0	0	0	0	0
FUN_022910-T1	0	0	0	0	0	0
FUN_022911-T1	0	0	0	0	0	0
FUN_022912-T1	0	0	0	0	0	0
FUN_022913-T1	0	0	0	0	0	0
FUN_022914-T1	0	0	0	0	0	0
FUN_022915-T1	0	0	0	0	0	0
FUN_022916-T1	0	0	0	0	0	0
FUN_022917-T1	0	0	0	1	1	0
FUN_022918-T1	0	0	0	0	0	0
FUN_022919-T1	0	0	0	0	0	0
FUN_022920-T1	0	0	0	0	0	0
FUN_022921-T1	0	0	0	0	0	0
FUN_022922-T1	51	78	27	4	22	14
FUN_022923-T1	0	0	0	0	0	0
FUN_022924-T1	0	0	0	0	0	0
FUN_022925-T1	2	8	6	9	23	6
FUN_022926-T1	0	0	0	0	0	0
FUN_022927-T1	0	0	0	0	0	0
FUN_022928-T1	0	0	0	0	0	0
FUN_022929-T1	0	0	0	0	0	0
FUN_022930-T1	0	0	0	0	0	0
FUN_022931-T1	0	0	0	0	0	0
FUN_022932-T1	0	0	0	0	0	0
FUN_022933-T1	0	0	0	0	4	1
FUN_022934-T1	3	4	7	6	19	5
FUN_022935-T1	86	107	45	132	199	83
FUN_022936-T1	4	7	3	17	26	22
FUN_022937-T1	28	53	12	21	64	22
FUN_022938-T1	25	15	1	2	5	0
FUN_022939-T1	0	0	0	0	0	0
FUN_022940-T1	0	0	0	0	0	0
FUN_022941-T1	0	0	0	8	8	34
FUN_022942-T1	0	0	0	4	11	9
FUN_022943-T1	1	0	0	9	0	0
FUN_022944-T1	0	0	0	0	0	0
FUN_022945-T1	0	0	0	0	0	0
FUN_022946-T1	0	0	0	0	0	0
FUN_022947-T1	0	0	0	0	0	0
FUN_022948-T1	0	0	0	0	0	0
FUN_022949-T1	0	0	0	0	0	0
FUN_022950-T1	0	0	0	0	0	0
FUN_022951-T1	0	0	0	0	0	0
FUN_022952-T1	0	0	0	0	0	0
FUN_022953-T1	0	0	0	0	0	0
FUN_022954-T1	0	0	0	0	0	0
FUN_022955-T1	0	0	0	0	0	0
FUN_022956-T1	0	0	0	0	0	0
FUN_022957-T1	0	0	0	0	0	0
FUN_022958-T1	0	0	0	0	0	0
FUN_022959-T1	0	0	0	0	0	0
FUN_022960-T1	0	0	0	0	0	0
FUN_022961-T1	0	0	0	0	0	0
FUN_022962-T1	0	0	0	0	0	0
FUN_022963-T1	0	0	0	0	0	0
FUN_022964-T1	0	0	0	0	0	0
FUN_022965-T1	0	0	0	0	0	0
FUN_022966-T1	0	0	0	0	0	0
FUN_022967-T1	0	0	0	0	0	0
FUN_022968-T1	0	0	0	0	0	0
FUN_022969-T1	1	0	0	0	0	0
FUN_022970-T1	0	0	0	0	0	0
FUN_022971-T1	0	1	1	6	1	0
FUN_022972-T1	0	0	0	0	0	1
FUN_022973-T1	0	0	0	2	0	1
FUN_022974-T1	0	0	0	0	0	0
FUN_022975-T1	0	0	0	0	3	2
FUN_022976-T1	36	133	39	54	174	38
FUN_022977-T1	1	1	0	1	0	1
FUN_022978-T1	1	2	0	0	2	0
FUN_022979-T1	14	46	16	21	43	12
FUN_022980-T1	21	113	30	70	227	58
FUN_022981-T1	0	0	0	0	0	0
FUN_022982-T1	1	1	0	0	2	0
FUN_022983-T1	5	5	2	0	16	6
FUN_022984-T1	3	0	0	0	0	0
FUN_022985-T1	0	3	0	0	0	0
FUN_022986-T1	10	38	21	8	46	22
FUN_022987-T1	0	1	1	0	0	0
FUN_022988-T1	0	0	0	0	1	1
FUN_022989-T1	33	115	24	54	213	32
FUN_022990-T1	0	2	0	1	7	0
FUN_022991-T1	0	0	0	0	0	0
FUN_022992-T1	0	1	1	3	3	0
FUN_022993-T1	8	42	6	14	31	12
FUN_022994-T1	0	0	0	0	2	0
FUN_022995-T1	21	73	24	44	132	37
FUN_022996-T1	0	0	0	0	0	0
FUN_022997-T1	0	0	0	0	0	0
FUN_022998-T1	0	0	0	0	0	0
FUN_022999-T1	0	0	0	0	0	0
FUN_023000-T1	0	0	0	0	0	0
FUN_023001-T1	0	0	0	0	0	0
FUN_023002-T1	0	0	0	0	0	0
FUN_023003-T1	1	36	3	3	7	3
FUN_023004-T1	0	0	0	0	0	0
FUN_023005-T1	0	0	0	0	0	0
FUN_023006-T1	0	0	0	0	0	0
FUN_023007-T1	0	0	0	0	0	0
FUN_023008-T1	0	0	0	0	0	0
FUN_023009-T1	0	0	0	0	0	0
FUN_023010-T1	0	0	0	0	0	0
FUN_023011-T1	0	0	0	0	0	0
FUN_023012-T1	0	0	0	0	0	0
FUN_023013-T1	0	0	0	0	0	0
FUN_023014-T1	18	20	7	2	5	0
FUN_023015-T1	0	0	0	0	0	0
FUN_023016-T1	0	0	0	0	0	0
FUN_023017-T1	3	8	0	1	0	0
FUN_023018-T1	0	0	0	2	3	0
FUN_023019-T1	9	26	17	371	481	211
FUN_023020-T1	0	0	0	0	0	1
FUN_023021-T1	0	0	0	2	2	0
FUN_023022-T1	0	0	0	0	1	0
FUN_023023-T1	0	0	0	0	0	0
FUN_023024-T1	0	0	0	0	0	0
FUN_023025-T1	0	0	0	0	0	0
FUN_023026-T1	1	52	12	0	23	7
FUN_023027-T1	5	17	4	1	4	1
FUN_023028-T1	0	0	0	0	0	0
FUN_023029-T1	0	0	0	0	0	0
FUN_023030-T1	7	15	6	13	24	5
FUN_023031-T1	3	6	0	1	13	4
FUN_023032-T1	0	0	0	0	0	0
FUN_023033-T1	4	6	6	7	2	7
FUN_023034-T1	2	7	1	10	11	1
FUN_023035-T1	0	0	0	0	0	0
FUN_023036-T1	0	0	0	0	0	0
FUN_023037-T1	0	0	0	0	0	0
FUN_023038-T1	0	0	0	0	0	0
FUN_023039-T1	0	0	0	0	0	0
FUN_023040-T1	0	0	0	0	0	0
FUN_023041-T1	0	0	0	0	0	0
FUN_023042-T1	0	0	0	0	0	0
FUN_023043-T1	0	0	0	0	0	0
FUN_023044-T1	0	0	0	0	0	0
FUN_023045-T1	19	60	22	32	111	28
FUN_023046-T1	0	0	0	0	0	0
FUN_023047-T1	0	0	0	0	0	0
FUN_023048-T1	1	1	0	0	2	1
FUN_023049-T1	0	0	0	0	0	0
FUN_023050-T1	0	0	0	0	0	0
FUN_023051-T1	0	0	0	1	5	2
FUN_023052-T1	24	13	16	666	1645	599
FUN_023053-T1	282	159	190	10340	25430	9813
FUN_023054-T1	1168	2512	682	436	1144	462
FUN_023055-T1	0	0	0	0	0	0
FUN_023056-T1	74	217	65	131	413	80
FUN_023057-T1	20	37	11	13	48	19
FUN_023058-T1	0	14	5	8	24	5
FUN_023059-T1	235	1333	344	574	1521	487
FUN_023060-T1	45	161	53	49	252	65
FUN_023061-T1	21	98	22	57	158	35
FUN_023062-T1	4	4	4	2	8	2
FUN_023063-T1	2	8	1	1	3	2
FUN_023064-T1	30	76	27	31	128	38
FUN_023065-T1	1	10	4	9	44	14
FUN_023066-T1	30	84	27	23	121	32
FUN_023067-T1	0	0	0	0	0	0
FUN_023068-T1	20	74	26	24	85	15
FUN_023069-T1	31	78	18	39	142	37
FUN_023070-T1	17	28	2	16	56	14
FUN_023071-T1	0	0	0	1	1	0
FUN_023072-T1	0	0	0	0	0	0
FUN_023073-T1	0	0	0	0	0	0
FUN_023074-T1	0	0	0	0	0	0
FUN_023075-T1	115	229	151	372	1019	298
FUN_023076-T1	1	2	0	1	19	21
FUN_023077-T1	0	0	0	0	0	0
FUN_023078-T1	26	68	14	66	263	40
FUN_023079-T1	43	82	37	47	148	28
FUN_023080-T1	0	0	0	0	0	0
FUN_023081-T1	23	108	29	53	138	50
FUN_023082-T1	24	71	26	6	13	7
FUN_023083-T1	31	107	33	71	172	46
FUN_023084-T1	0	0	0	0	0	0
FUN_023085-T1	0	0	0	0	0	0
FUN_023086-T1	10	15	16	8	22	3
FUN_023087-T1	28	88	26	47	131	53
FUN_023088-T1	0	0	0	0	0	0
FUN_023089-T1	0	0	0	0	0	0
FUN_023090-T1	7	21	11	6	21	8
FUN_023091-T1	0	0	0	0	0	1
FUN_023092-T1	0	0	0	0	1	0
FUN_023093-T1	0	0	0	0	0	0
FUN_023094-T1	10	56	8	10	38	15
FUN_023095-T1	204	487	163	131	551	136
FUN_023096-T1	61	201	61	86	281	87
FUN_023097-T1	5	14	7	17	38	12
FUN_023098-T1	12	65	21	34	101	35
FUN_023099-T1	0	0	0	0	0	0
FUN_023100-T1	0	1	0	1	0	2
FUN_023101-T1	0	0	0	0	0	0
FUN_023102-T1	0	0	0	0	0	0
FUN_023103-T1	0	0	0	0	0	0
FUN_023104-T1	85	127	54	24	34	3
FUN_023105-T1	7	44	14	14	28	8
FUN_023106-T1	0	0	0	0	0	0
FUN_023107-T1	0	0	0	0	0	0
FUN_023108-T1	0	0	0	0	0	0
FUN_023109-T1	0	0	0	0	0	0
FUN_023110-T1	0	0	0	0	2	0
FUN_023111-T1	0	0	0	0	0	0
FUN_023112-T1	0	0	0	0	0	0
FUN_023113-T1	0	0	0	0	0	0
FUN_023114-T1	15	813	315	0	30	15
FUN_023115-T1	45	216	51	50	174	52
FUN_023116-T1	24	93	26	27	131	35
FUN_023117-T1	0	0	0	1	0	0
FUN_023118-T1	24	92	25	49	222	54
FUN_023119-T1	17	52	6	13	8	3
FUN_023120-T1	0	0	0	0	0	0
FUN_023121-T1	0	0	0	0	0	0
FUN_023122-T1	0	0	0	0	0	0
FUN_023123-T1	0	0	0	0	0	0
FUN_023124-T1	0	0	0	0	0	0
FUN_023125-T1	0	0	0	0	0	0
FUN_023126-T1	1	2	0	0	1	3
FUN_023127-T1	0	1	0	0	6	0
FUN_023128-T1	1	0	1	0	3	0
FUN_023129-T1	0	10	3	6	44	4
FUN_023130-T1	0	0	0	0	0	0
FUN_023131-T1	14	29	9	12	70	14
FUN_023132-T1	6	11	1	7	5	1
FUN_023133-T1	0	0	0	0	0	0
FUN_023134-T1	3	2	0	1	5	3
FUN_023135-T1	4	13	5	5	6	0
FUN_023136-T1	2	4	2	0	3	1
FUN_023137-T1	2	5	1	3	4	0
FUN_023138-T1	9	23	6	3	32	5
FUN_023139-T1	6	26	8	37	44	33
FUN_023140-T1	9	23	0	16	31	25
FUN_023141-T1	0	0	0	0	0	0
FUN_023142-T1	13	37	9	3	38	11
FUN_023143-T1	0	0	0	0	14	3
FUN_023144-T1	414	2213	551	382	7177	1409
FUN_023145-T1	0	0	0	1	1	0
FUN_023146-T1	2	3	1	10	16	1
FUN_023147-T1	1	11	1	2	20	3
FUN_023148-T1	57	166	70	77	272	95
FUN_023149-T1	0	3	0	0	0	0
FUN_023150-T1	4	6	1	0	11	0
FUN_023151-T1	0	0	0	0	0	0
FUN_023152-T1	0	0	0	0	0	0
FUN_023153-T1	0	0	0	0	0	0
FUN_023154-T1	0	0	0	0	0	0
FUN_023155-T1	8	7	1	11	2	1
FUN_023156-T1	0	0	0	1	1	1
FUN_023157-T1	0	0	0	0	0	0
FUN_023158-T1	0	0	0	1	4	0
FUN_023159-T1	0	0	0	0	0	0
FUN_023160-T1	2	0	5	3	12	7
FUN_023161-T1	0	0	2	540	1450	781
FUN_023162-T1	10	60	22	36	102	34
FUN_023163-T1	4	4	2	2	3	2
FUN_023164-T1	0	1	0	0	0	0
FUN_023165-T1	0	0	0	0	0	0
FUN_023166-T1	31	53	20	15	65	29
FUN_023167-T1	0	0	0	0	0	0
FUN_023168-T1	3	27	11	8	46	7
FUN_023169-T1	46	114	64	88	295	86
FUN_023170-T1	314	993	437	1831	8256	1639
FUN_023171-T1	0	0	3	1	1	0
FUN_023172-T1	173	543	196	362	1191	272
FUN_023173-T1	30	98	40	68	230	47
FUN_023174-T1	0	0	0	0	0	0
FUN_023175-T1	0	0	0	0	0	0
FUN_023176-T1	0	0	0	0	0	0
FUN_023177-T1	0	0	0	0	0	0
FUN_023178-T1	0	0	0	0	1	0
FUN_023179-T1	32	24	14	577	1770	423
FUN_023180-T1	7	30	5	78	205	48
FUN_023181-T1	0	0	0	0	0	0
FUN_023182-T1	0	0	0	0	0	0
FUN_023183-T1	0	0	0	0	0	0
FUN_023184-T1	3	14	5	1	12	0
FUN_023185-T1	0	0	0	0	0	0
FUN_023186-T1	0	0	0	0	0	0
FUN_023187-T1	0	5	1	13	6	0
FUN_023188-T1	0	0	0	1	0	0
FUN_023189-T1	0	2	4	2	6	1
FUN_023190-T1	39	91	35	179	999	291
FUN_023191-T1	0	1	0	0	0	0
FUN_023192-T1	0	0	1	0	0	0
FUN_023193-T1	0	0	0	0	0	0
FUN_023194-T1	0	0	0	0	0	0
FUN_023195-T1	0	0	0	0	0	0
FUN_023196-T1	0	0	0	0	0	0
FUN_023197-T1	0	0	0	0	0	0
FUN_023198-T1	0	0	0	0	0	0
FUN_023199-T1	0	0	0	0	0	0
FUN_023200-T1	5	9	9	2	16	6
FUN_023201-T1	0	2	4	2	7	0
FUN_023202-T1	0	0	0	0	0	0
FUN_023203-T1	0	0	0	0	0	0
FUN_023204-T1	5	35	6	13	66	4
FUN_023205-T1	0	0	0	0	0	0
FUN_023206-T1	2	2	0	4	9	1
FUN_023207-T1	9	21	11	19	25	9
FUN_023208-T1	0	0	0	0	0	0
FUN_023209-T1	0	0	0	0	0	0
FUN_023210-T1	0	0	0	0	0	0
FUN_023211-T1	2	16	7	14	76	32
FUN_023212-T1	37	147	47	55	289	53
FUN_023213-T1	0	9	0	1	16	3
FUN_023214-T1	18	36	25	18	63	15
FUN_023215-T1	1	34	6	15	51	10
FUN_023216-T1	0	0	0	0	0	1
FUN_023217-T1	19	51	11	19	128	40
FUN_023218-T1	9	85	27	25	253	55
FUN_023219-T1	3	6	3	1	11	3
FUN_023220-T1	2	2	0	0	0	0
FUN_023221-T1	0	0	0	0	0	0
FUN_023222-T1	0	0	0	0	0	0
FUN_023223-T1	0	10	2	1	2	0
FUN_023224-T1	0	0	0	0	0	0
FUN_023225-T1	0	0	0	0	0	0
FUN_023226-T1	0	0	0	0	0	0
FUN_023227-T1	0	0	0	0	0	0
FUN_023228-T1	0	0	0	0	0	0
FUN_023229-T1	0	0	0	0	0	0
FUN_023230-T1	0	0	0	0	0	0
FUN_023231-T1	0	3	0	0	0	0
FUN_023232-T1	0	0	0	0	0	0
FUN_023233-T1	0	0	0	0	0	0
FUN_023234-T1	0	0	0	0	0	0
FUN_023235-T1	0	0	0	0	0	0
FUN_023236-T1	0	0	0	0	0	0
FUN_023237-T1	0	0	0	0	0	0
FUN_023238-T1	0	0	0	0	0	0
FUN_023239-T1	0	0	0	0	0	0
FUN_023240-T1	0	0	0	0	0	0
FUN_023241-T1	0	0	0	0	1	0
FUN_023242-T1	32	48	13	27	95	22
FUN_023243-T1	0	0	0	0	0	0
FUN_023244-T1	2	0	0	0	0	0
FUN_023245-T1	0	0	0	0	0	0
FUN_023246-T1	0	0	0	0	0	0
FUN_023247-T1	84	191	69	121	401	121
FUN_023248-T1	0	0	0	0	0	0
FUN_023249-T1	5	6	2	7	13	3
FUN_023250-T1	0	0	0	0	0	0
FUN_023251-T1	1	0	1	0	2	0
FUN_023252-T1	3	4	2	8	13	3
FUN_023253-T1	4	0	1	0	2	0
FUN_023254-T1	13	11	9	6	8	11
FUN_023255-T1	0	0	0	0	0	0
FUN_023256-T1	60	42	39	96	76	38
FUN_023257-T1	30	17	13	33	16	7
FUN_023258-T1	47	1	26	66	2	48
FUN_023259-T1	3	15	2	36	55	17
FUN_023260-T1	0	0	0	0	0	0
FUN_023261-T1	0	0	0	0	0	0
FUN_023262-T1	0	0	0	0	0	0
FUN_023263-T1	0	0	0	0	0	0
FUN_023264-T1	0	0	0	0	0	0
FUN_023265-T1	2	0	0	9	13	4
FUN_023266-T1	0	0	2	1	3	0
FUN_023267-T1	0	0	0	0	1	0
FUN_023268-T1	382	1001	380	409	1420	377
FUN_023269-T1	0	0	0	0	1	0
FUN_023270-T1	0	0	0	0	0	0
FUN_023271-T1	0	0	0	0	1	1
FUN_023272-T1	0	1	0	0	0	0
FUN_023273-T1	3	0	0	4	1	3
FUN_023274-T1	0	0	0	0	0	0
FUN_023275-T1	0	0	0	0	0	0
FUN_023276-T1	0	0	0	0	0	0
FUN_023277-T1	0	0	0	0	0	0
FUN_023278-T1	5	0	14	52	10	57
FUN_023279-T1	0	0	0	0	0	0
FUN_023280-T1	0	0	0	0	0	0
FUN_023281-T1	10	0	2	14	2	10
FUN_023282-T1	4	0	4	2	0	6
FUN_023283-T1	4	0	0	2	0	0
FUN_023284-T1	0	0	0	0	0	0
FUN_023285-T1	0	0	0	5	0	0
FUN_023286-T1	0	0	0	0	0	0
FUN_023287-T1	0	0	0	1	2	0
FUN_023288-T1	4	3	5	7	18	10
FUN_023289-T1	0	0	1	2	0	0
FUN_023290-T1	9	2	9	13	40	11
FUN_023291-T1	13	9	5	21	17	26
FUN_023292-T1	0	0	0	0	0	0
FUN_023293-T1	0	0	0	0	0	0
FUN_023294-T1	0	0	0	0	0	0
FUN_023295-T1	0	0	0	0	0	0
FUN_023296-T1	0	0	0	0	0	0
FUN_023297-T1	0	0	0	0	0	0
FUN_023298-T1	0	0	0	0	0	0
FUN_023299-T1	0	0	0	0	0	0
FUN_023300-T1	0	0	0	0	0	0
FUN_023301-T1	8	19	8	15	68	11
FUN_023302-T1	0	0	0	0	1	0
FUN_023303-T1	0	65	4	6	109	7
FUN_023304-T1	1	18	1	4	27	1
FUN_023305-T1	0	4	3	1	4	2
FUN_023306-T1	1	11	4	3	11	2
FUN_023307-T1	15	81	35	17	51	15
FUN_023308-T1	3	16	0	5	31	9
FUN_023309-T1	74	293	86	538	1501	445
FUN_023310-T1	37	135	50	44	163	27
FUN_023311-T1	63	224	68	101	324	90
FUN_023312-T1	779	3076	567	490	1839	511
FUN_023313-T1	805	594	597	368	1227	343
FUN_023314-T1	0	0	0	0	0	0
FUN_023315-T1	0	0	0	0	0	0
FUN_023316-T1	0	0	0	0	0	0
FUN_023317-T1	0	0	0	0	0	0
FUN_023318-T1	0	0	0	0	0	0
FUN_023319-T1	0	0	0	0	0	0
FUN_023320-T1	0	0	0	0	0	0
FUN_023321-T1	0	0	0	0	0	0
FUN_023322-T1	152	602	111	300	1893	257
FUN_023323-T1	0	0	0	0	0	0
FUN_023324-T1	0	0	0	0	0	0
FUN_023325-T1	0	0	0	0	2	0
FUN_023326-T1	0	0	0	0	0	0
FUN_023327-T1	0	0	0	0	0	1
FUN_023328-T1	0	1	0	0	0	0
FUN_023329-T1	0	0	0	0	0	0
FUN_023330-T1	0	0	0	0	0	0
FUN_023331-T1	0	0	0	19	93	9
FUN_023332-T1	0	0	0	0	0	0
FUN_023333-T1	0	0	0	0	0	0
FUN_023334-T1	0	5	0	0	5	2
FUN_023335-T1	33	218	17	59	440	44
FUN_023336-T1	0	8	0	0	19	0
FUN_023337-T1	0	0	0	0	0	0
FUN_023338-T1	0	0	0	0	0	0
FUN_023339-T1	0	0	0	0	0	0
FUN_023340-T1	0	6	4	0	0	0
FUN_023341-T1	0	0	0	0	0	0
FUN_023342-T1	1	27	3	8	62	9
FUN_023343-T1	2	5	5	0	1	0
FUN_023344-T1	0	0	0	0	0	0
FUN_023345-T1	0	0	0	0	0	0
FUN_023346-T1	0	0	0	0	0	0
FUN_023347-T1	0	0	0	0	0	0
FUN_023348-T1	0	0	0	0	0	0
FUN_023349-T1	0	0	0	0	0	0
FUN_023350-T1	0	0	0	0	0	1
FUN_023351-T1	0	0	0	0	0	0
FUN_023352-T1	0	0	0	0	0	0
FUN_023353-T1	0	3	2	12	47	13
FUN_023354-T1	0	0	0	0	0	0
FUN_023355-T1	0	0	0	0	0	0
FUN_023356-T1	0	0	0	0	0	0
FUN_023357-T1	0	0	0	0	0	0
FUN_023358-T1	0	0	0	0	0	0
FUN_023359-T1	0	0	0	0	0	0
FUN_023360-T1	0	0	0	0	0	0
FUN_023361-T1	0	0	0	0	0	0
FUN_023362-T1	0	0	0	0	0	0
FUN_023363-T1	0	0	0	0	0	0
FUN_023364-T1	0	0	0	0	0	0
FUN_023365-T1	0	0	0	0	0	0
FUN_023366-T1	0	0	0	0	0	0
FUN_023367-T1	0	0	0	0	0	0
FUN_023368-T1	37	29	32	34198	81252	45395
FUN_023369-T1	0	0	0	0	0	0
FUN_023370-T1	0	0	0	0	0	0
FUN_023371-T1	0	0	0	0	0	0
FUN_023372-T1	2	5	3	0	1	0
FUN_023373-T1	0	0	0	0	0	0
FUN_023374-T1	3	2	6	0	0	0
FUN_023375-T1	0	0	0	0	0	0
FUN_023376-T1	0	1	1	0	0	0
FUN_023377-T1	270	864	265	181	545	182
FUN_023378-T1	0	4	0	2	6	1
FUN_023379-T1	0	0	0	0	0	0
FUN_023380-T1	0	0	0	0	0	0
FUN_023381-T1	0	0	0	0	0	0
FUN_023382-T1	0	0	0	0	0	0
FUN_023383-T1	0	0	0	0	1	0
FUN_023384-T1	54	221	44	7	44	8
FUN_023385-T1	0	0	0	0	0	0
FUN_023386-T1	0	0	0	0	0	0
FUN_023387-T1	0	0	1	0	0	0
FUN_023388-T1	1	0	0	0	0	0
FUN_023389-T1	0	0	0	0	0	0
FUN_023390-T1	1	9	1	0	0	1
FUN_023391-T1	0	0	0	0	0	0
FUN_023392-T1	856	2351	1165	318	699	249
FUN_023393-T1	0	0	0	0	0	0
FUN_023394-T1	0	0	0	0	0	0
FUN_023395-T1	0	1	0	0	1	0
FUN_023396-T1	4	3	2	0	1	1
FUN_023397-T1	62	127	52	114	358	148
FUN_023398-T1	0	0	0	0	0	0
FUN_023399-T1	0	2	0	0	0	0
FUN_023400-T1	3	4	5	3	15	2
FUN_023401-T1	0	0	0	0	0	0
FUN_023402-T1	16	43	16	8	41	16
FUN_023403-T1	3	3	0	2	14	4
FUN_023404-T1	34	96	28	51	147	39
FUN_023405-T1	59	123	33	44	213	38
FUN_023406-T1	28	111	39	75	351	79
FUN_023407-T1	3	14	12	26	86	19
FUN_023408-T1	753	1594	547	189	449	141
FUN_023409-T1	17	89	35	38	148	35
FUN_023410-T1	24	95	28	57	168	48
FUN_023411-T1	50	140	38	52	230	50
FUN_023412-T1	1	29	6	19	75	20
FUN_023413-T1	38	126	63	0	5	3
FUN_023414-T1	6	9	1	0	2	0
FUN_023415-T1	15	16	4	14	72	15
FUN_023416-T1	16	137	32	44	257	46
FUN_023417-T1	0	0	0	0	0	0
FUN_023418-T1	0	0	0	0	1	0
FUN_023419-T1	0	0	0	0	0	0
FUN_023420-T1	4	44	12	14	53	28
FUN_023421-T1	1	0	0	0	1	0
FUN_023422-T1	0	4	0	1	4	1
FUN_023423-T1	1	9	0	1	9	2
FUN_023424-T1	0	0	1	0	5	6
FUN_023425-T1	2	4	3	7	12	4
FUN_023426-T1	15	31	11	16	48	3
FUN_023427-T1	2	10	0	4	25	1
FUN_023428-T1	16	37	6	19	46	6
FUN_023429-T1	16	74	33	59	196	63
FUN_023430-T1	0	3	0	0	0	0
FUN_023431-T1	3	3	0	3	4	1
FUN_023432-T1	0	0	0	0	0	0
FUN_023433-T1	0	0	0	0	0	0
FUN_023434-T1	0	0	0	0	0	0
FUN_023435-T1	0	0	0	0	0	0
FUN_023436-T1	0	0	0	0	0	0
FUN_023437-T1	0	0	0	0	0	0
FUN_023438-T1	9	25	17	5	23	7
FUN_023439-T1	2	3	4	0	13	2
FUN_023440-T1	0	0	1	0	0	0
FUN_023441-T1	0	0	0	0	4	0
FUN_023442-T1	3	86	18	12	109	24
FUN_023443-T1	0	0	0	0	0	0
FUN_023444-T1	0	0	0	0	0	0
FUN_023445-T1	0	0	0	0	0	0
FUN_023446-T1	0	0	0	0	0	0
FUN_023447-T1	0	0	0	0	0	0
FUN_023448-T1	0	0	0	0	0	0
FUN_023449-T1	0	0	0	0	0	0
FUN_023450-T1	0	0	0	0	0	0
FUN_023451-T1	0	0	0	0	0	0
FUN_023452-T1	0	0	0	0	0	0
FUN_023453-T1	0	0	0	0	0	0
FUN_023454-T1	0	1	0	0	3	0
FUN_023455-T1	0	0	0	0	2	0
FUN_023456-T1	1	5	1	3	4	0
FUN_023457-T1	0	0	0	0	0	0
FUN_023458-T1	0	1	0	0	0	0
FUN_023459-T1	0	0	0	0	0	0
FUN_023460-T1	5	70	11	12	53	8
FUN_023461-T1	2	20	0	1	11	0
FUN_023462-T1	13	26	8	5	18	0
FUN_023463-T1	3	264	147	3	145	42
FUN_023464-T1	1	9	1	0	11	0
FUN_023465-T1	0	0	0	0	0	0
FUN_023466-T1	5	58	29	13	73	34
FUN_023467-T1	1	4	1	1	11	0
FUN_023468-T1	8	53	24	6	110	25
FUN_023469-T1	1	20	11	1	40	17
FUN_023470-T1	0	0	0	0	0	0
FUN_023471-T1	0	0	0	0	0	0
FUN_023472-T1	0	0	0	0	0	0
FUN_023473-T1	0	0	0	0	0	0
FUN_023474-T1	0	0	0	0	0	0
FUN_023475-T1	0	0	0	0	0	0
FUN_023476-T1	0	0	0	0	0	0
FUN_023477-T1	8	17	0	4	46	9
FUN_023478-T1	27	34	10	8	15	3
FUN_023479-T1	1	9	1	6	6	1
FUN_023480-T1	0	0	0	0	0	0
FUN_023481-T1	0	0	0	0	0	0
FUN_023482-T1	0	0	0	0	1	0
FUN_023483-T1	0	0	0	1	1	1
FUN_023484-T1	0	0	0	0	0	0
FUN_023485-T1	0	0	0	0	0	0
FUN_023486-T1	0	0	0	0	0	0
FUN_023487-T1	0	0	0	0	0	0
FUN_023488-T1	0	0	0	4	0	0
